STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
12,Florida,120334,3,1,1P9GC303*CE338***,2022-09-09 01:14:15,0,6,TRAILER,15650,"PEGASUS VANS AND TRAILERS, INC",5392,PEGASUS,13915,Magnum Plus CE,2012,,,6,UNITED STATES (USA),OHIO,SANDUSKY,Pegasus Vans & Trailers,,,,,,,,,,,,30.000,Suspension Type: Total Air Ride,3,,
12,Florida,120340,2,1,1JJV532D*GL******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120346,2,1,5NHUNS62*LU******,2022-09-09 01:14:15,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3029,Sunshine,2020,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,Address: 193 Industrial Drive,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,16.000,,2,,
12,Florida,120357,1,1,5WKBE162*M1******,2022-09-09 01:14:15,0,6,TRAILER,9286,"FREEDOM TRAILERS, LLC",1220,"FREEDOM TRAILERS, LLC",4541,"Freedom Trailers, LLC",2021,,,6,UNITED STATES (USA),GEORGIA,WILLACOOCHEE,"Freedom Trailers, LLC",,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
12,Florida,120362,1,1,1GRAA962*8T******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120396,2,1,5R8GR142*KM******,2022-09-09 01:14:15,0,6,TRAILER,10758,"MAXEY TRAILERS MFG., INC.",8628,MAXEY TRAILERS MFG,22643,Maxey Trailers MFG,2019,,,6,UNITED STATES (USA),TEXAS,MAXEY,,,61,Trailer,,,,,43,Roll Off,3,Gooseneck,14.000,Dump Trailer,2,,
12,Florida,120404,2,1,1UYVS253*8M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120418,1,1,1JJV532W*4L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2004,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120479,2,1,1E9CH182*6L252***,2022-09-09 01:14:15,0,6,TRAILER,3967,"EMERSON TRAILERS, INC.",4114,EMERSON TRAILERS,8833,Emerson Trailers,2006,,,6,UNITED STATES (USA),FLORIDA,LAKE ALFRED,,,61,Trailer,,,,,23,Equipment Trailer,,,18.000,Trailer Type: C-Channe Frame,2,,
12,Florida,120530,2,1,48X1P402*M1******,2022-09-09 01:14:15,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2021,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,40.000,Hutch 9700,2,,
12,Florida,120541,2,1,4P5DE202*51******,2022-09-09 01:14:15,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2005,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,20.000,Variable HITCH based on Size/Type of Trailer,2,,
12,Florida,120584,3,1,3H3V532C*KT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120628,2,1,1JJV532D*LL******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120636,1,1,1LH317UJ*R1******,2022-09-09 01:14:15,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,17510,317,1994,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,Triple Axle,,,,,,,,,,,,"Fifth wheel trailer with single drop bed, heavy duty four beam construction, hydraulic slider axles and tilt frame( May have self-storing three position extensions.)",,,
12,Florida,120696,3,1,3H3V532C*LR******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120725,1,1,3H4SS432*J3******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2018,,,12,MEXICO,,JUAREZ,,,61,Trailer,,,,,174,Dry Bulk Trailer,4,Straight Semi/Semi Trailer,43.000,AL. PNEUMATIC,2,,
12,Florida,120725,3,1,5NHUNS42*MU******,2022-09-09 01:14:15,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3029,Sunshine,2021,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,Address: 193 Industrial Drive,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,14.000,,2,,
12,Florida,120785,3,1,4J8T0432*LT******,2022-09-09 01:14:15,0,6,TRAILER,2695,"LBT, INC.",7990,LBT INC,21385,LBT INC TRAILER,2020,,,6,UNITED STATES (USA),NEBRASKA,OMAHA,,,61,Trailer,,,,,15,Tank Trailer,,,43.000,,2,,
12,Florida,120839,3,1,1UYVS253*J7******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120876,2,1,4WWBHB3R*VM******,2022-09-09 01:14:15,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,1997,ALUMINUM CROSSBAR - 18 INCH CENTERS (CF-CFD),,6,UNITED STATES (USA),MISSOURI,MOBERLY,Plant 6,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,Type of Trailer: CENTER FRAME FLATBED (CF) (CFBP),2,,
12,Florida,120882,1,1,5EF2GC40*1B******,2022-09-09 01:14:15,0,6,TRAILER,4094,CHEETAH CHASSIS CORPORATION,4029,CHEETAH CHASSIS,8699,CHEETAH CHASSIS,2001,,,6,UNITED STATES (USA),PENNSYLVANIA,BERWICK,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,40.000,,2,,
12,Florida,120882,2,1,5C2AD30C*GM******,2022-09-09 01:14:15,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2016,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,30.000,Tri Axle,3,,
12,Florida,120940,2,1,1UYVS253*3M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120954,2,1,5TR14830*72******,2022-09-09 01:14:15,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2007,,,6,UNITED STATES (USA),ALABAMA,JASPER,,Optional Feature Code,61,Trailer,,,,,,,,,48.000,Trailer Type: Platform,3,,
12,Florida,120967,2,1,3H3V532C*HT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120972,2,1,1UYVS253*6M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120978,2,1,1PLE0452*EP******,2022-09-09 01:14:15,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2014,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,45.000,,2,,
12,Florida,120989,2,1,1JJV532W*7L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120999,1,1,1UYVS253*3M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121014,2,1,5HTAB442*A7******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2010,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
12,Florida,121105,1,1,1JJV532W*8L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121136,2,1,1UYVS250*6U******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,50.000,,2,,
12,Florida,121137,2,1,5V8VA532*FM******,2022-09-09 01:14:15,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2015,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
12,Florida,121179,2,1,1UYVS253*GG******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121227,1,1,1JJV532W*9L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2009,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121253,2,1,1A9CD452*2A585***,2022-09-09 01:14:15,0,6,TRAILER,9793,AGRIFLEET LEASING CORPORATION,1243,AGRIFLEET LEASING CORPORATION,4569,AgriFleet Leasing Corporation,2002,,,6,UNITED STATES (USA),FLORIDA,AUBURNDALE,,,,,,,,,,,,,45.000,Trailer Type: Cane,2,,
12,Florida,121255,2,1,13N4452C*X1******,2022-09-09 01:14:15,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1999,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,Telescoping Platform Trailer,2,,
12,Florida,121272,2,1,1UYVS253*FG******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121340,2,1,1UYVS253*J3******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121366,1,1,1TDH4222*XB******,2022-09-09 01:14:15,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,1999,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,42.000,Dry Bulk-Bottom Hopper,2,,
12,Florida,121370,3,1,1GRAA062*KK******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
12,Florida,121387,1,1,3H3V532C*LT******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,121423,2,1,1R1F0452*5K******,2022-09-09 01:14:15,0,6,TRAILER,9670,FONTAINE TRAILER COMPANY,7854,FONTAINE TRAILER,21047,Fontaine Trailer,2005,"96"" Phantom ST",,6,UNITED STATES (USA),OHIO,KENT,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,,2,,
12,Florida,121423,3,1,1E1D2S28*HR******,2022-09-09 01:14:15,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2017,,,,,OHIO,RANDOLPH,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,4,Dump Trailer/Dumping Trailer,30,Other,36.000,Aluminum Frame,2,,
12,Florida,121425,2,1,5HTSA442*M7******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2021,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,AL 306/406,2,,
12,Florida,121428,2,1,1TTF482C*N3******,2022-09-09 01:14:15,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2022,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
12,Florida,121458,2,1,4X4TSMZ2*K7******,2022-09-09 01:14:15,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2435,Salem Towables,2019,,,6,UNITED STATES (USA),INDIANA,MIDDLEBURY,,Address: 11555 Harter Drive,61,Trailer,,,,,21,Travel Trailer,1,Ball Type Pull,24.000,,2,,
12,Florida,121469,1,1,1GRAA062*9G******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,121501,2,1,1PLE0452*LP******,2022-09-09 01:14:15,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2020,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,45.000,,2,,
12,Florida,121532,1,1,1DW1A532*8S******,2022-09-09 01:14:15,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2008,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121572,2,1,1UYVS248*6P******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,121581,1,1,1S9E0182*H1303***,2022-09-09 01:14:15,0,6,TRAILER,13596,"SUN COAST TRAILER MANUFACTURERS, INC.",4343,SUN COAST TRAILER,9147,Sun Coast Trailer,2017,,,6,UNITED STATES (USA),FLORIDA,CORAL SPRINGS,"Sun Coast Trailer Manufacturers, Inc.",,61,Trailer,,,,,5,Enclosed Trailer,,,18.000,Body Type: Zero,2,,
12,Florida,121625,2,1,1UYVS253*FG******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121633,1,1,1VRY1119*L1******,2022-09-09 01:14:15,0,6,TRAILER,10796,VERMEER MANUFACTURING COMPANY,3374,VERMEER,15417,BC1000,2020,,BC1000XL,6,UNITED STATES (USA),IOWA,PELLA,Vermeer Freeman Manufacturing Company,,61,Trailer,,,,,,,,,11.000,Body Type - Brush Chipper,1,,
12,Florida,121660,3,1,1TTF482C*H3******,2022-09-09 01:14:15,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2017,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
12,Florida,121679,2,1,1PMKR432*L1******,2022-09-09 01:14:15,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2020,SS NON SPEC.,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,43.000,,2,,
12,Florida,121700,2,1,1JJV532W*6L******,2022-09-09 01:14:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121708,1,1,1RNF48A2*KR******,2022-09-09 01:14:15,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2019,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
12,Florida,121725,3,1,3H4SS422*L3******,2022-09-09 01:14:15,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2020,,,12,MEXICO,,JUAREZ,,,61,Trailer,,,,,174,Dry Bulk Trailer,4,Straight Semi/Semi Trailer,42.000,AL. PNEUMATIC,2,,
12,Florida,121737,2,1,1UYVS253*7M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121766,3,1,1UYVS253*4U******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121771,1,1,1UYFS248*K5******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,121772,1,1,1GRAA962*2S******,2022-09-09 01:14:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,121775,1,1,1PMKR442*M1******,2022-09-09 01:14:15,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2021,SS NON SPEC.,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,,2,,
12,Florida,121837,1,1,1PMB1412*D5******,2022-09-09 01:14:15,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2013,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,61,Trailer,,,,,15,Tank Trailer,,,41.000,Vessel Code: Non-Code,2,,
12,Florida,121847,1,1,5FLRS162*1B******,2022-09-09 01:14:15,0,6,TRAILER,5035,"B&R TRAILER MFG., INC.",1543,B & R TRAILERS,21669,Standard,2001,,,6,UNITED STATES (USA),ARKANSAS,BENTON,,,61,Trailer,,,,,101,Other,,,16.000,Rail Trailer,2,,
12,Florida,121855,1,1,3H3V532C*9T******,2022-09-09 01:14:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2009,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,121867,2,1,1UYVS253*7M******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121871,2,1,4HUTB402*4G******,2022-09-09 01:14:15,1,6,TRAILER,5897,TEXAS TRAILER SERVICE,6822,TEXAS TRAILER SERVICE,18284,TEXAS TRAILER SERVICE,2004,,,6,UNITED STATES (USA),TEXAS,GAINESVILLE,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,CO'2,2,,
12,Florida,121873,2,1,4R7BD162*GT******,2022-09-09 01:14:15,0,6,TRAILER,7387,"TOP HAT INDUSTRIES, INC.",5660,TOP HAT INDUSTRIES,14641,Top Hat Industries,2016,,,6,UNITED STATES (USA),TEXAS,NAPLES,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,14,Bumper Pull,16.000,,2,,
12,Florida,121884,2,1,1UYFS248*3A******,2022-09-09 01:14:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
